id,kepid,koi_name,kepler_name,disposition,pdisposition,score,period,radius_planet,temp_planet_eq,insolation,duration,depth,model_snr,temp_star_eq,radius_star,mag_star,ra,dec,star_type
1205,5617854,K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE,1.0,3.517494725,1.42,704.0,58.08,1.5639,532.8,52.6,4132.0,0.564,14.699,291.15295,40.887489,Orange
1206,4932442,K01665.01,Kepler-923 b,CONFIRMED,CANDIDATE,0.993,6.93365167,1.7,1104.0,351.27,4.608,119.6,20.1,5861.0,1.304,14.042,294.17108,40.055168,Sun-like
1207,4932442,K01665.02,Unnamed,CANDIDATE,CANDIDATE,0.371,5.91393977,1.07,1112.0,361.0,0.562,84.0,2.8,6194.0,1.129,14.042,294.17108,40.055168,White
1208,5183357,K01669.01,Kepler-924 b,CONFIRMED,CANDIDATE,0.989,61.0373591,3.38,610.0,32.74,8.378,437.5,40.2,6309.0,1.614,14.171,290.66852,40.39772,White
1209,5269467,K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE,0.991,33.8677783,2.31,394.0,5.69,3.72,894.8,23.8,4564.0,0.691,15.81,290.10654,40.490662,Orange
1210,5360920,K01675.01,Unnamed,CANDIDATE,CANDIDATE,1.0,14.62399621,21.92,681.0,50.91,2.193,1082.0,25.0,5753.0,0.815,15.789,291.33719,40.558201,Sun-like
1213,11702948,K01465.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,9.771462706,10.15,799.0,96.39,1.767,6933.2,215.0,5812.0,0.853,14.245,286.14938,49.867512,Sun-like
1214,9512981,K01466.01,Unnamed,CANDIDATE,CANDIDATE,0.998,281.5628889,10.83,214.0,0.49,8.853,21012.0,237.1,4810.0,0.776,15.962,284.84988,46.13895,Orange
1215,7770450,K01467.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.157808038,22.9,1579.0,1472.38,3.6705,866.7,78.8,5566.0,0.886,15.837,297.17429,43.479099,Sun-like
1216,11455491,K00178.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.14281498,1.82,1355.0,796.26,4.624,122.0,36.0,6495.0,1.554,13.45,292.03149,49.388618,White
1217,11764462,K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE,1.0,5.69919592,1.16,964.0,204.18,2.3906,159.4,35.3,5646.0,0.932,13.069,292.58444,49.923161,Sun-like
1218,11656246,K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE,0.997,18.11473813,2.49,830.0,112.43,5.2706,241.5,51.3,6109.0,1.36,12.841,288.66156,49.737209,White
1219,7808587,K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE,1.0,6.24145791,1.6,1111.0,360.09,3.0998,163.7,30.8,5810.0,1.259,13.939,286.27176,43.59523,Sun-like
1220,4741126,K01534.01,Kepler-887 b,CONFIRMED,CANDIDATE,1.0,20.4222447,1.78,785.0,89.74,6.22,189.3,34.7,6119.0,1.299,13.47,290.09082,39.81699,White
1221,5301750,K01589.01,Kepler-84 b,CONFIRMED,CANDIDATE,0.998,8.72585478,2.86,985.0,222.19,4.473,446.7,37.7,6036.0,1.131,14.764,298.25204,40.496078,White
1222,5301750,K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE,1.0,12.88291395,3.15,865.0,132.23,5.676,460.5,33.6,6036.0,1.131,14.764,298.25204,40.496078,White
1223,5301750,K01589.03,Kepler-84 e,CONFIRMED,CANDIDATE,1.0,27.4345973,2.56,672.0,48.29,5.038,472.6,25.3,6036.0,1.131,14.764,298.25204,40.496078,White
1224,5301750,K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE,0.996,4.22453631,1.6,1254.0,584.24,3.128,159.1,16.7,6036.0,1.131,14.764,298.25204,40.496078,White
1225,5301750,K01589.05,Kepler-84 f,CONFIRMED,CANDIDATE,0.996,44.5520266,2.29,572.0,25.3,6.0,362.1,16.7,6036.0,1.131,14.764,298.25204,40.496078,White
1226,5526717,K01677.01,Kepler-926 b,CONFIRMED,CANDIDATE,0.994,52.069002,2.92,524.0,17.76,3.0089,558.3,25.6,5565.0,1.246,14.279,289.67935,40.700459,Sun-like
1227,5972334,K00191.02,Unnamed,CANDIDATE,CANDIDATE,0.996,2.418406841,2.25,1226.0,535.84,2.0744,665.4,69.1,5422.0,0.887,14.991,295.28723,41.221958,Sun-like
1229,5530882,K01680.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.0825188,0.88,968.0,207.45,3.328,105.0,17.1,5706.0,0.834,14.445,290.92316,40.77103,Sun-like
1230,5531953,K01681.01,Unnamed,CANDIDATE,CANDIDATE,1.0,6.93910337,1.41,445.0,9.28,2.977,614.7,22.9,3638.0,0.42,15.855,291.285,40.730049,Red Dwarf
1231,6034945,K01683.01,Kepler-927 b,CONFIRMED,CANDIDATE,0.997,9.11500269,1.78,906.0,159.34,4.558,268.3,21.7,5962.0,1.028,14.63,289.38351,41.392689,Sun-like
1232,9851226,K01468.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,8.48031942,4.54,918.0,168.01,7.297,1426.7,92.8,5951.0,0.991,15.262,298.82254,46.650269,Sun-like
1233,8692861,K00172.01,Kepler-69 b,CONFIRMED,CANDIDATE,1.0,13.7223682,2.23,746.0,73.16,5.1231,571.1,97.9,5637.0,0.943,13.749,293.26093,44.868889,Sun-like
1234,7543649,K01469.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.582076914,5.33,1265.0,604.27,4.4228,1534.4,138.4,6109.0,0.993,15.193,296.07822,43.13694,White
1235,9480310,K01470.01,Unnamed,CANDIDATE,CANDIDATE,1.0,15.43400996,4.3,721.0,63.79,4.2572,1785.9,59.7,5900.0,0.951,15.703,297.35233,46.09594,Sun-like
1236,11858748,K01471.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.780984316,2.33,1397.0,899.03,2.173,590.9,46.0,5730.0,0.87,15.516,288.76318,50.174221,Sun-like
1237,4741126,K01534.02,Kepler-887 c,CONFIRMED,CANDIDATE,0.993,7.63846084,1.12,1089.0,333.3,3.957,71.7,16.6,6119.0,1.299,13.47,290.09082,39.81699,White
1238,11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,0.956,70.6981724,1.63,417.0,7.11,6.632,357.7,37.7,5811.0,0.866,13.046,295.52121,49.738628,Sun-like
1239,12159249,K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE,1.0,3.74443645,1.1,1328.0,736.89,2.9191,73.3,25.4,5876.0,1.293,12.71,291.46732,50.75948,Sun-like
1240,9872292,K01537.01,Unnamed,CANDIDATE,CANDIDATE,0.924,10.19154678,1.39,1144.0,404.17,6.165,61.3,27.6,6212.0,1.684,11.74,281.46173,46.789894,White
1242,8081482,K01539.01,Unnamed,CANDIDATE,CANDIDATE,0.488,2.819453322,29.8,1357.0,803.4,4.4127,71867.0,202.0,5767.0,1.074,14.569,284.664,43.98502,Sun-like
1243,5542466,K01590.01,Unnamed,CANDIDATE,CANDIDATE,0.998,12.89006728,1.93,620.0,34.99,3.555,602.5,23.6,4915.0,0.812,15.674,294.36487,40.720879,Orange
1244,4178389,K00185.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,23.210509958,21.19,595.0,29.69,3.09802,28737.0,958.7,5875.0,0.809,14.228,296.18524,39.26268,Sun-like
1245,5542466,K01590.02,Unnamed,CANDIDATE,CANDIDATE,0.903,2.35574505,1.34,1093.0,338.4,1.796,266.9,17.0,4915.0,0.812,15.674,294.36487,40.720879,Orange
1246,5542466,K01590.03,Unnamed,CANDIDATE,CANDIDATE,0.996,4.74666128,1.3,865.0,132.4,2.093,256.8,12.5,4915.0,0.812,15.674,294.36487,40.720879,Orange
1247,10028140,K01591.01,Unnamed,CANDIDATE,CANDIDATE,1.0,19.65639342,2.83,549.0,21.5,3.226,843.2,25.5,5288.0,0.74,15.372,297.73984,46.94191,Sun-like
1249,6049190,K01685.01,Unnamed,CANDIDATE,CANDIDATE,0.365,70.468171,3.46,511.0,16.17,6.653,922.4,45.0,6461.0,1.131,14.811,293.87988,41.393822,White
1251,6198999,K01687.01,Kepler-928 b,CONFIRMED,CANDIDATE,1.0,3.93246069,1.65,894.0,151.31,2.1763,455.5,30.6,4841.0,0.779,15.32,289.92072,41.542831,Orange
1253,6616218,K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,1.0,5.960400011,2.85,890.0,148.26,2.8617,828.3,126.1,5418.0,0.886,12.557,294.6741,42.075581,Sun-like
1254,7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,0.936,85.3514875,6.31,390.0,5.44,6.7504,4674.7,142.8,5584.0,0.938,15.061,294.63239,43.400471,Sun-like
1255,7499398,K01473.01,Unnamed,CANDIDATE,CANDIDATE,1.0,23.02028478,7.58,604.0,31.4,3.544,5077.8,97.2,5613.0,0.956,15.573,280.36023,43.12368,Sun-like
1256,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,0.985,69.72646639,11.65,613.0,33.3,3.7177,4491.2,300.7,6430.0,1.731,13.005,295.41788,51.184761,White
1257,4770365,K01475.01,Unnamed,CANDIDATE,CANDIDATE,1.0,1.609321941,1.57,958.0,199.28,1.6067,728.5,35.3,4224.0,0.603,15.937,297.43039,39.847839,Orange
1258,4770365,K01475.02,Unnamed,CANDIDATE,CANDIDATE,0.975,9.51220046,1.99,530.0,18.66,2.9497,1169.4,31.9,4224.0,0.603,15.937,297.43039,39.847839,Orange
1259,4770365,K01475.03,Unnamed,CANDIDATE,CANDIDATE,0.987,4.72941177,1.22,669.0,47.3,2.234,434.3,14.6,4224.0,0.603,15.937,297.43039,39.847839,Orange
1260,10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.913,4.887803076,4.82,800.0,96.67,2.36255,4315.8,862.3,4778.0,0.763,9.174,297.70935,48.080853,Orange
1261,11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,4.437962934,18.05,1338.0,757.65,4.69813,16388.0,3535.6,5953.0,1.415,13.438,286.24344,50.040379,Sun-like
1262,9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.999,20.74028645,4.24,798.0,95.68,10.3939,1023.3,155.3,6226.0,1.299,13.955,297.04541,46.328701,White
1263,5649956,K01540.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.207852845,38.59,1539.0,1331.31,3.5802,49720.0,205.9,5601.0,0.797,15.559,299.10327,40.8493,Sun-like
1264,4840513,K01541.01,Unnamed,CANDIDATE,CANDIDATE,0.759,2.379282197,25.74,1571.0,1442.19,3.1729,48434.0,538.0,6392.0,1.162,15.189,293.19507,39.90728,White
1265,5217586,K01592.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,26.0692512,23.61,591.0,28.85,7.487,831.5,59.7,5585.0,0.91,14.106,298.9024,40.31953,Sun-like
1266,5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,0.964,9.69501146,2.08,833.0,114.06,2.75,515.2,18.3,5896.0,0.914,15.809,295.78516,40.439548,Sun-like
1267,5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,1.0,15.3825394,2.14,714.0,61.61,3.815,550.5,18.4,5896.0,0.914,15.809,295.78516,40.439548,Sun-like
1268,9895709,K01594.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.818939148,1.82,1549.0,1364.15,1.644,331.2,39.3,6153.0,0.962,15.134,293.87265,46.714951,White
1269,10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE,1.0,40.1097817,3.11,556.0,22.65,5.2096,732.0,40.3,5509.0,1.169,14.904,289.73169,46.953819,Sun-like
1271,6616218,K01692.02,Kepler-314 b,CONFIRMED,CANDIDATE,0.959,2.46106962,0.84,1195.0,483.09,2.184,84.2,18.0,5418.0,0.886,12.557,294.6741,42.075581,Sun-like
1272,6696462,K01693.01,Unnamed,CANDIDATE,CANDIDATE,1.0,3.403743926,10.77,1101.0,346.98,1.5017,815.9,59.5,5596.0,0.853,14.98,293.25916,42.126629,Sun-like
1273,7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,1.0,8.03753796,1.54,744.0,72.44,2.9118,286.5,31.1,5044.0,0.804,14.471,297.13263,42.76825,Orange
1275,12406749,K01476.01,Unnamed,CANDIDATE,CANDIDATE,0.999,56.3587987,5.04,419.0,7.29,6.927,2559.6,44.4,5446.0,0.821,15.792,290.85413,51.222809,Sun-like
1276,8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,0.693,242.467406,1.73,286.0,1.59,12.808,340.3,23.2,5637.0,0.943,13.749,293.26093,44.868889,Sun-like
1277,7811397,K01477.01,Unnamed,CANDIDATE,CANDIDATE,0.922,169.4976085,9.06,272.0,1.29,7.77,12192.0,82.8,5270.0,0.787,15.917,287.65396,43.505718,Sun-like
1278,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,0.961,76.13622222,4.78,399.0,6.01,7.9393,2949.5,339.4,5591.0,0.892,12.45,288.84863,51.209049,Sun-like
1279,9842890,K01479.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.9883872,2.59,990.0,227.27,9.142,638.2,52.9,5819.0,0.823,15.752,296.43814,46.61536,Sun-like
1280,8113154,K01542.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.586878667,19.84,1666.0,1823.52,6.1614,25480.0,261.3,6812.0,1.172,12.897,296.87762,43.941631,White
1281,5270698,K01543.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.186,3.964333304,37.09,1680.0,1881.78,4.7136,25886.0,408.5,5758.0,2.318,14.985,290.44736,40.44289,Sun-like
1283,5282049,K01545.01,Unnamed,CANDIDATE,CANDIDATE,0.926,5.910371418,12.62,1053.0,290.83,3.88962,17219.0,990.3,6200.0,0.958,15.169,293.83688,40.41045,White
1285,10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE,1.0,5.92365747,0.99,531.0,18.87,2.6302,406.5,26.4,3883.0,0.496,15.157,297.50986,46.961262,Orange
1286,12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.998,3.24325988,12.91,1243.0,563.17,3.03318,16451.0,1586.2,5823.0,1.013,14.952,294.99631,50.470058,Sun-like
1287,5039228,K01597.01,Unnamed,CANDIDATE,CANDIDATE,1.0,7.79668781,2.44,1116.0,366.42,4.6699,361.3,48.5,6521.0,1.276,12.681,298.36884,40.173424,White
1288,10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.986,56.4758069,3.22,417.0,7.14,5.961,1091.8,70.0,5497.0,0.839,14.279,288.83936,46.98674,Sun-like
1289,10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,1.0,92.8747294,2.64,353.0,3.68,7.474,658.8,37.9,5497.0,0.839,14.279,288.83936,46.98674,Sun-like
1290,7304449,K01702.01,Kepler-1650 b,CONFIRMED,CANDIDATE,0.999,1.538180949,1.0,602.0,30.85,1.2635,841.0,47.7,3364.0,0.274,15.722,297.72925,42.86692,Red Dwarf
1291,7386827,K01704.01,Unnamed,CANDIDATE,CANDIDATE,1.0,10.4188915,3.17,855.0,126.48,3.0069,670.0,42.1,5692.0,1.064,14.86,298.01443,42.957458,Sun-like
1292,7522911,K01705.01,Unnamed,CANDIDATE,CANDIDATE,1.0,20.4998763,2.8,731.0,67.67,6.501,437.8,21.1,6249.0,1.076,15.442,290.32651,43.12183,White
1293,7626370,K01706.01,Kepler-932 b,CONFIRMED,CANDIDATE,1.0,1.921437488,1.77,1276.0,626.79,1.9046,278.7,56.7,5238.0,0.851,14.131,296.95206,43.271969,Sun-like
1294,7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.998,96.109323,4.01,409.0,6.59,9.877,982.3,28.7,5792.0,1.005,15.321,298.0231,43.363522,Sun-like
1295,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,1.0,20.38174802,3.16,528.0,18.36,3.7922,1597.1,46.8,4883.0,0.808,15.887,286.74188,43.190102,Orange
1296,7512982,K01480.02,Unnamed,CANDIDATE,CANDIDATE,0.977,7.00447892,1.19,754.0,76.26,2.669,231.4,9.9,4883.0,0.808,15.887,286.74188,43.190102,Orange
1297,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,1.0,5.101375725,2.84,1050.0,287.28,2.595,894.6,55.1,5869.0,0.954,15.455,295.57727,46.254742,Sun-like
1299,11760959,K01484.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.133,3.47021401,2.4,933.0,179.02,2.289,1105.2,8.3,4922.0,0.744,15.305,290.61679,49.957619,Orange
1300,5283458,K01547.01,Unnamed,CANDIDATE,CANDIDATE,1.0,30.69395532,13.72,614.0,33.69,2.9512,18121.0,196.6,6137.0,1.018,15.673,294.2009,40.455959,White
1301,9940565,K01548.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.139325409,11.61,1007.0,243.34,2.8056,6897.8,164.4,4765.0,0.666,14.708,286.25644,46.89267,Orange
1302,8053552,K01549.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,29.481061268,16.61,571.0,25.1,3.6636,11871.0,332.0,5631.0,0.901,15.135,299.05585,43.897202,Sun-like
1303,9663113,K00179.02,Kepler-458 b,CONFIRMED,FALSE POSITIVE,0.0,572.376632,5.8,264.0,1.15,24.42,1743.4,78.6,6226.0,1.299,13.955,297.04541,46.328701,White
1304,8111381,K01550.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.233799622,28.63,1287.0,650.73,3.04,2658.5,228.9,5741.0,0.846,15.195,296.36569,43.905571,Sun-like
1305,5444549,K01551.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,31.13862664,12.88,582.0,27.22,5.2482,11427.0,163.7,5919.0,1.0,15.821,290.56668,40.678162,Sun-like
1306,10004738,K01598.03,Kepler-310 b,CONFIRMED,CANDIDATE,1.0,13.93068791,1.4,665.0,46.19,2.312,186.5,14.9,5497.0,0.839,14.279,288.83936,46.98674,Sun-like
1307,5474613,K01599.01,Unnamed,CANDIDATE,CANDIDATE,0.9,20.4074846,2.9,660.0,44.8,8.839,363.4,24.5,5823.0,0.972,14.802,298.37384,40.61842,Sun-like
1308,4860932,K01600.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.36564669,24.89,804.0,98.51,3.644,388.4,22.8,6075.0,0.952,14.59,297.84399,39.989811,White
1309,5438757,K01601.01,Kepler-903 b,CONFIRMED,CANDIDATE,0.999,10.35078415,1.97,842.0,119.01,6.253,273.1,36.5,5534.0,1.08,14.659,288.77103,40.664181,Sun-like
1310,5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE,0.838,62.9224936,2.75,462.0,10.73,11.64,417.8,28.7,5534.0,1.08,14.659,288.77103,40.664181,Sun-like
1311,7750419,K01708.01,Unnamed,CANDIDATE,CANDIDATE,1.0,32.7737631,5.0,686.0,52.22,3.416,564.5,21.7,5640.0,1.534,14.758,290.88232,43.47176,Sun-like
1312,5972334,K00191.04,Kepler-487 c,CONFIRMED,FALSE POSITIVE,0.0,38.6520796,2.07,487.0,13.28,5.607,566.5,24.8,5422.0,0.887,14.991,295.28723,41.221958,Sun-like
1313,7815744,K01710.01,Kepler-933 b,CONFIRMED,CANDIDATE,0.997,14.20442616,1.9,602.0,31.1,3.898,800.6,26.7,5350.0,0.678,15.469,289.56866,43.538609,Sun-like
1314,7955580,K01711.01,Kepler-934 b,CONFIRMED,CANDIDATE,0.991,55.673582,2.19,384.0,5.16,3.778,765.1,22.7,4998.0,0.808,15.061,290.28845,43.755322,Orange
1315,8230616,K01713.01,Kepler-316 c,CONFIRMED,CANDIDATE,1.0,6.82778157,1.34,577.0,26.31,2.3726,545.8,32.2,4198.0,0.574,15.224,290.82602,44.184109,Orange
1316,9692345,K01485.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.687895191,1.35,1391.0,888.72,2.4233,462.5,60.9,4478.0,0.651,15.657,282.17941,46.457169,Orange
1317,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE,1.0,127.2824442,12.04,392.0,5.61,7.1545,8088.6,148.1,5733.0,1.183,15.505,294.31699,43.629341,Sun-like
1318,11402995,K00173.01,Kepler-481 b,CONFIRMED,CANDIDATE,1.0,10.06083238,2.58,899.0,154.16,4.5718,460.2,86.4,5705.0,1.14,13.844,291.90704,49.262051,Sun-like
1319,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,1.0,30.1837021,3.65,634.0,38.2,5.879,974.9,37.9,5733.0,1.183,15.505,294.31699,43.629341,Sun-like
1321,7984047,K01552.01,Unnamed,CANDIDATE,CANDIDATE,0.939,77.63424586,9.4,325.0,2.65,4.1002,16612.0,185.5,4812.0,0.755,15.915,298.92593,43.75037,Orange
1322,7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE,0.331,52.75878505,8.76,540.0,20.08,6.6517,5805.8,265.4,6228.0,1.137,15.182,288.43576,43.763489,White
1323,9899355,K01554.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332564478,27.04,1618.0,1627.5,6.0325,1071.5,119.6,5995.0,0.878,15.866,295.21103,46.757229,Sun-like
1324,12644774,K01555.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,41.0772969,3.25,523.0,17.74,5.525,1216.8,28.8,5665.0,0.938,14.907,289.07703,51.761822,Sun-like
1325,9902856,K01556.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,135.9121619,40.18,370.0,4.41,5.628,10188.0,99.5,6141.0,0.959,15.535,296.4176,46.732021,White
1326,7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,1.0,42.4729078,2.03,539.0,19.93,7.253,334.0,22.8,5616.0,1.111,14.601,289.86157,43.472771,Sun-like
1327,9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,0.998,15.17026921,2.47,905.0,158.23,4.3311,224.8,45.4,6297.0,1.369,13.147,292.67807,46.726711,White
1328,9892816,K01955.02,Kepler-342 d,CONFIRMED,CANDIDATE,0.603,39.4576228,2.8,658.0,44.26,9.557,244.8,41.6,6297.0,1.369,13.147,292.67807,46.726711,White
1329,9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,1.0,17.8159689,3.12,699.0,56.48,3.6765,776.8,22.5,5964.0,0.933,15.2,293.98157,46.687752,Sun-like
1330,11512246,K00168.02,Kepler-23 d,CONFIRMED,CANDIDATE,1.0,15.27443889,2.17,896.0,152.62,6.0765,206.7,40.3,5761.0,1.518,13.438,294.21893,49.479221,Sun-like
1331,4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,1.0,36.5157639,2.55,425.0,7.71,3.6577,861.3,34.7,4847.0,0.781,14.254,283.60526,39.997978,Orange
1332,2985767,K02032.01,Kepler-1063 b,CONFIRMED,CANDIDATE,1.0,14.07969236,2.08,931.0,177.81,1.375,169.5,26.2,5821.0,1.547,12.261,290.52676,38.142979,Sun-like
1333,2304320,K02033.01,Kepler-1064 b,CONFIRMED,CANDIDATE,0.998,16.54081386,1.57,570.0,24.87,2.5996,370.0,32.8,5064.0,0.769,13.755,291.74164,37.688938,Orange
1334,3657758,K02034.01,Kepler-1065 b,CONFIRMED,CANDIDATE,1.0,3.609313059,3.26,1092.0,336.16,1.7752,1375.1,35.0,5668.0,0.868,15.54,294.51126,38.790501,Sun-like
1335,9790806,K02035.01,Kepler-1066 b,CONFIRMED,CANDIDATE,1.0,1.93155546,2.25,1290.0,655.43,1.614,504.9,8.6,5461.0,0.858,13.007,298.86658,46.502239,Sun-like
1336,6382217,K02036.01,Kepler-353 c,CONFIRMED,CANDIDATE,0.978,8.41100305,1.8,472.0,11.71,2.4553,755.6,27.6,3757.0,0.539,15.773,296.85663,41.758179,Orange
1337,5375194,K01825.01,Kepler-964 b,CONFIRMED,CANDIDATE,1.0,13.52252364,2.11,652.0,42.82,3.987,690.6,22.4,5338.0,0.816,13.895,295.30008,40.556591,Sun-like
1338,6468138,K01826.01,Kepler-965 b,CONFIRMED,CANDIDATE,0.987,134.2520474,3.43,393.0,5.63,9.0636,832.1,57.2,5818.0,1.2,13.35,298.51532,41.891201,Sun-like
1339,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,0.999,3.268695042,16.91,1597.0,1539.0,3.45188,10091.0,1429.9,5927.0,1.691,14.879,295.02567,46.956001,Sun-like
1340,11875734,K01828.01,Kepler-966 b,CONFIRMED,CANDIDATE,1.0,99.7468804,3.94,391.0,5.55,6.804,1287.0,45.6,5620.0,0.974,14.422,297.27057,50.121811,Sun-like
1341,7697568,K01829.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,22.84156293,30.0,557.0,22.78,2.5997,2940.7,47.6,5381.0,0.826,15.911,296.52243,43.363369,Sun-like
1342,7046804,K00205.01,Kepler-492 b,CONFIRMED,CANDIDATE,0.998,11.720123999,7.94,660.0,44.89,3.0039,9763.3,707.3,5215.0,0.77,14.518,295.49667,42.537891,Sun-like
1343,7449136,K01890.01,Kepler-1002 b,CONFIRMED,CANDIDATE,1.0,4.33643506,1.75,1453.0,1054.56,4.1445,108.5,48.0,6180.0,1.603,11.704,293.0795,43.073711,White
1344,8680979,K01891.01,Kepler-330 c,CONFIRMED,CANDIDATE,1.0,15.95541913,2.18,573.0,25.54,3.9851,762.6,39.0,4891.0,0.805,15.261,288.44739,44.801682,Orange
1345,8680979,K01891.02,Kepler-330 b,CONFIRMED,CANDIDATE,0.99,8.25980352,1.35,714.0,61.43,2.928,298.4,18.3,4891.0,0.805,15.261,288.44739,44.801682,Orange
1346,9030537,K01892.01,Unnamed,CANDIDATE,CANDIDATE,1.0,62.5613879,3.54,417.0,7.13,5.907,1372.6,35.0,5662.0,0.84,15.5,294.8161,45.306122,Sun-like
1347,6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,1.0,8.96847034,2.17,1024.0,259.95,4.4073,234.3,38.2,5808.0,1.374,14.128,291.96069,42.43301,Sun-like
1348,7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1.0,1.907810683,0.91,1268.0,609.28,1.8707,120.5,40.9,5435.0,0.824,12.852,287.57117,42.813919,Sun-like
1349,5513648,K01962.01,Unnamed,CANDIDATE,CANDIDATE,1.0,32.85862571,2.31,691.0,53.85,3.1483,162.8,36.4,5899.0,1.414,10.77,284.23398,40.79454,Sun-like
1350,9164836,K00213.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,48.118812545,45.18,490.0,13.6,5.27958,69851.0,2145.1,6003.0,0.872,14.474,295.71225,45.589771,White
1351,7887791,K01964.01,Unnamed,CANDIDATE,CANDIDATE,1.0,2.229326354,0.6,1273.0,621.53,1.9946,49.1,24.6,5587.0,0.865,10.687,290.7037,43.607208,Sun-like
1352,11657891,K01965.01,Kepler-1028 b,CONFIRMED,CANDIDATE,1.0,2.514628496,1.27,1217.0,517.89,1.6239,228.4,33.3,5662.0,0.84,14.325,289.59308,49.781158,Sun-like
1353,6305192,K00219.01,Kepler-494 b,CONFIRMED,CANDIDATE,1.0,8.025118521,7.79,1093.0,336.73,5.3694,3120.4,373.0,6002.0,1.369,14.153,297.21408,41.66404,White
1354,6382217,K02036.02,Kepler-353 b,CONFIRMED,CANDIDATE,1.0,5.79529495,1.05,534.0,19.23,2.272,334.3,14.8,3757.0,0.539,15.773,296.85663,41.758179,Orange
1355,9634821,K02037.01,Unnamed,CANDIDATE,CANDIDATE,0.979,73.7578875,4.28,375.0,4.66,2.69,1836.9,20.2,5029.0,0.93,15.213,284.34274,46.316551,Orange
