id,kepid,koi_name,kepler_name,disposition,pdisposition,score,period,radius_planet,temp_planet_eq,insolation,duration,depth,model_snr,temp_star_eq,radius_star,mag_star,ra,dec,star_type
7019,8222395,K07873.01,Unnamed,CANDIDATE,CANDIDATE,0.965,1.93188768,0.57,1427.0,977.65,1.087,37.8,8.8,5896.0,0.914,13.5,287.37039,44.187988,Sun-like
7021,5471068,K06008.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.426469,1.66,729.0,66.74,25.71,180.5,24.2,5691.0,0.887,15.178,297.55954,40.639469,Sun-like
7022,5471192,K06009.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4262889,1.23,864.0,131.83,18.764,94.2,20.5,6246.0,1.092,14.285,297.58768,40.632092,White
7023,5471769,K06011.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4255705,1.37,721.0,63.95,28.88,139.4,21.1,5742.0,0.827,14.961,297.74551,40.67429,Sun-like
7024,5471770,K06012.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.426173,2.67,1006.0,242.41,30.64,115.1,36.9,6367.0,1.357,13.605,297.74567,40.652519,White
7025,5556804,K06013.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4244306,1.59,714.0,61.31,26.15,214.1,15.5,5761.0,0.791,15.899,297.63263,40.709129,Sun-like
7026,5597970,K06014.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.71738328,37.65,883.0,143.87,3.60057,164980.0,1208.2,5301.0,0.936,12.778,283.43982,40.83622,Sun-like
7027,4459068,K06114.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,24.955998503,36.91,1438.0,1011.42,2.76331,4856.1,555.6,8617.0,3.018,11.458,290.02435,39.563389,Blue/Hot
7028,8107150,K07863.01,Unnamed,CANDIDATE,CANDIDATE,0.691,5.2449156,0.52,1015.0,251.14,8.367,35.5,11.7,5823.0,0.878,13.695,295.0809,43.953239,Sun-like
7029,4547480,K06116.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.426942241,5.43,958.0,199.4,1.6116,2896.6,68.9,5511.0,0.746,15.469,287.13815,39.673592,Sun-like
7030,4739229,K06118.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,571.280892,3.65,324.0,2.62,21.827,460.7,37.8,7081.0,1.619,12.767,289.53336,39.836639,White
7031,4739229,K06118.02,Unnamed,CANDIDATE,CANDIDATE,0.371,4.66185924,1.16,1610.0,1590.18,3.164,49.3,15.8,7081.0,1.619,12.767,289.53336,39.836639,White
7033,4742420,K06120.01,Unnamed,CANDIDATE,CANDIDATE,0.997,90.097375,1.7,430.0,8.05,12.697,282.6,11.5,6116.0,1.008,15.416,290.45026,39.862011,White
7034,9655711,K06209.02,Unnamed,CANDIDATE,CANDIDATE,0.612,7.72966941,2.1,927.0,174.28,2.091,426.7,8.4,5947.0,0.962,16.154,294.444,46.335972,Sun-like
7037,9774400,K06212.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.818248422,11.71,830.0,112.55,18.2848,13696.0,581.0,5955.0,0.894,13.392,293.45514,46.521751,Sun-like
7038,9839081,K06213.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.559236603,37.66,1296.0,665.95,1.6706,11273.0,45.7,5955.0,0.883,14.752,295.07114,46.68782,Sun-like
7039,9974142,K06214.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,281.35877,4.22,446.0,9.34,7.74,278.5,6.2,6049.0,2.522,13.654,299.87131,46.822491,White
7040,9974142,K06214.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,154.536881,4.1,544.0,20.76,15.44,258.5,3.5,6049.0,2.522,13.654,299.87131,46.822491,White
7041,10163066,K06215.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,462.12345,1.9,169.0,0.19,8.46,699.0,6.9,4547.0,0.747,15.165,298.90012,47.146481,Orange
7042,9008103,K03283.03,Unnamed,CANDIDATE,CANDIDATE,0.371,87.707513,1.72,310.0,2.2,2.184,578.0,7.1,4944.0,0.721,15.322,286.08908,45.369011,Orange
7043,8780959,K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE,0.996,5.1117547,2.81,1351.0,788.0,3.281,267.8,12.1,6432.0,1.345,13.306,300.33237,44.986141,White
7044,7429287,K04260.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,101.889228,1.43,487.0,13.26,2.71,80.9,8.5,5802.0,1.59,11.443,286.39584,43.075821,Sun-like
7047,5951416,K04781.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,524.14139,1.88,237.0,0.74,11.603,403.7,9.2,6225.0,0.931,14.892,288.97574,41.279121,White
7048,5769810,K04913.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.301,8.97377221,2.96,1530.0,1294.96,2.135,106.5,9.4,6537.0,2.829,13.36,283.6788,41.096882,White
7049,5643492,K06015.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,41.86539723,31.14,500.0,14.79,6.663,4309.3,103.4,6063.0,0.788,14.528,297.76053,40.829948,White
7050,5795648,K06016.01,Unnamed,CANDIDATE,CANDIDATE,0.802,4.553370029,25.84,1264.0,603.58,3.2209,23692.0,570.6,6306.0,1.109,11.471,293.2944,41.035351,White
7051,5961350,K06017.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.262652179,35.99,1499.0,1191.71,2.85554,22651.0,2246.9,7049.0,1.549,13.537,292.1745,41.290661,White
7053,5979863,K06018.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,16.621853404,22.32,719.0,63.3,3.91517,55297.0,1872.6,5949.0,0.907,15.229,297.00006,41.290031,Sun-like
7055,6128027,K06020.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.455766383,28.2,795.0,94.27,2.8923,104540.0,536.8,5067.0,0.694,15.863,293.21854,41.417339,Orange
7057,4742420,K06120.02,Unnamed,CANDIDATE,CANDIDATE,0.371,205.41415,1.67,323.0,2.58,10.26,283.8,7.9,6123.0,0.991,15.416,290.45026,39.862011,White
7059,4990977,K06123.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.649026189,32.7,1377.0,852.59,2.4698,52172.0,190.1,5838.0,0.988,13.87,284.34503,40.196091,Sun-like
7067,4157325,K01860.04,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.085,24.8434837,1.58,625.0,35.97,4.8,217.4,14.2,5670.0,1.022,14.028,291.55695,39.227291,Sun-like
7068,10200627,K06217.01,Unnamed,CANDIDATE,CANDIDATE,0.956,7.7016694,4.44,1627.0,1656.27,10.898,155.7,17.8,5174.0,3.608,15.268,288.79553,47.203651,Orange
7069,10219361,K06218.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,117.634213,3.78,513.0,16.34,3.82,253.1,8.7,5236.0,2.332,12.742,296.10846,47.222279,Sun-like
7072,10357831,K06221.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.72153588,12.89,1045.0,281.41,1.9227,39929.0,29.3,4535.0,0.668,16.459,298.10834,47.487919,Orange
7073,8332521,K04567.02,Unnamed,CANDIDATE,CANDIDATE,0.994,4.67250377,1.11,1149.0,412.73,4.441,79.6,13.8,6146.0,0.987,13.775,301.56284,44.240391,White
7074,6150977,K06022.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.765621941,34.42,1134.0,391.86,2.3191,8342.2,173.2,5423.0,0.828,15.664,298.82443,41.435921,Sun-like
7075,6182019,K06023.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.001,3.664964374,30.98,1184.0,464.89,3.9058,90827.0,437.8,5726.0,0.987,15.643,282.68491,41.587959,Sun-like
7076,6209347,K06025.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.034,2.136577151,43.89,1311.0,698.75,2.4682,79078.0,124.3,5457.0,0.905,15.281,293.19833,41.558311,Sun-like
7079,10480982,K00744.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.03746414,1.12,1474.0,1118.26,2.895,138.8,14.1,6117.0,0.947,15.341,295.81454,47.69035,White
7081,10964440,K01310.02,Unnamed,CANDIDATE,CANDIDATE,0.913,144.688915,3.33,416.0,7.09,9.468,397.1,11.6,5372.0,1.71,14.569,285.66269,48.435371,Sun-like
7082,5385548,K06128.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.42555055,3.79,1027.0,262.42,28.492,409.0,123.7,6381.0,1.423,13.244,297.61353,40.584942,White
7083,5428657,K06130.01,Unnamed,CANDIDATE,CANDIDATE,0.999,1.54287434,1.05,1007.0,243.62,1.1121,401.4,20.7,4530.0,0.539,15.121,284.44101,40.625,Orange
7084,5471617,K06131.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,12.4237327,1.12,1057.0,294.63,18.15,30.1,20.1,5221.0,2.067,12.409,297.7027,40.68623,Sun-like
7085,5471617,K06131.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,94.38163,2.04,537.0,19.72,11.87,91.2,7.5,5221.0,2.067,12.409,297.7027,40.68623,Sun-like
7086,5629353,K06132.01,Unnamed,CANDIDATE,CANDIDATE,0.996,33.3200908,13.0,750.0,74.79,6.5265,6186.9,84.5,6264.0,1.651,14.624,294.55789,40.850498,White
7087,5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1.0,7.5844241,5.83,1228.0,537.4,3.918,1005.0,23.8,6264.0,1.651,14.624,294.55789,40.850498,White
7088,10363233,K06222.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,210.899577,4.85,268.0,1.22,2.167,3345.0,7.8,5332.0,0.843,14.788,299.61707,47.406021,Sun-like
7091,10414727,K06224.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,253.40538,2.69,443.0,9.13,7.43,240.8,5.0,7304.0,1.69,12.962,295.68192,47.591881,White
7092,10483644,K06225.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.110771787,26.98,1048.0,284.85,2.48392,50681.0,394.0,6029.0,0.894,13.985,296.6817,47.600342,White
7093,4736569,K01996.02,Unnamed,CANDIDATE,CANDIDATE,0.95,7.07394528,0.84,647.0,41.43,2.319,228.3,9.5,4777.0,0.561,15.629,288.66891,39.824009,Orange
7094,10601549,K06226.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.463773705,21.79,1329.0,739.19,1.9123,64776.0,119.7,5446.0,0.668,13.318,292.47943,47.83461,Sun-like
7097,10662202,K00750.03,Unnamed,CANDIDATE,CANDIDATE,0.929,14.516741,1.45,606.0,31.8,2.706,227.2,10.1,4954.0,0.828,15.377,290.46512,47.92918,Orange
7098,9008103,K03283.02,Unnamed,CANDIDATE,CANDIDATE,0.989,20.5718107,1.34,498.0,14.51,3.399,379.0,13.0,4922.0,0.708,15.322,286.08908,45.369011,Orange
7099,6614926,K06029.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.019,3.026764871,26.36,1360.0,810.38,4.32532,66720.0,1561.2,6283.0,1.01,14.044,294.33139,42.093979,White
7100,6628237,K06030.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.001,3.840130917,33.44,1205.0,498.48,2.8951,60401.0,275.6,5931.0,1.012,14.479,297.47104,42.087898,Sun-like
7102,7219906,K06033.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,35.08976902,33.1,501.0,14.95,3.9623,5754.6,170.8,5603.0,0.846,14.266,297.01459,42.789169,Sun-like
7106,5629353,K06132.03,Unnamed,CANDIDATE,CANDIDATE,0.998,11.867172,4.03,1058.0,296.23,4.815,595.6,13.4,6264.0,1.651,14.624,294.55789,40.850498,White
7109,5768927,K06135.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.021,4.390513938,41.83,1401.0,910.71,2.9472,46829.0,290.7,6081.0,1.454,13.209,283.26172,41.08448,White
7111,5816144,K06137.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,7.384681,1.22,1000.0,236.56,3.548,142.8,10.6,6174.0,1.021,14.191,298.19412,41.029331,White
7112,10717220,K06228.01,Kepler-1644 b,CONFIRMED,CANDIDATE,1.0,21.0907909,1.88,606.0,31.86,4.751,417.6,19.7,5723.0,0.818,14.223,285.47504,48.034931,Sun-like
7114,10735988,K06230.01,Unnamed,CANDIDATE,CANDIDATE,0.644,1.927177921,28.94,1219.0,523.16,2.7742,136140.0,204.7,5193.0,0.774,15.706,293.74011,48.011501,Orange
7116,10971944,K06231.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,496.17566,3.46,358.0,3.88,11.63,293.0,11.3,6643.0,1.976,13.515,289.90967,48.489231,White
7117,10973583,K06232.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.256352128,30.76,918.0,167.92,2.3512,3289.3,120.4,5772.0,0.836,15.798,290.7988,48.483929,Sun-like
7120,10662202,K00750.04,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,36.5521313,0.9,361.0,4.03,2.481,282.9,7.7,4722.0,0.527,15.377,290.46512,47.92918,Orange
7122,4247991,K02311.03,Kepler-1185 b,CONFIRMED,CANDIDATE,0.976,104.3519624,1.39,355.0,3.74,3.695,243.8,15.8,5650.0,0.87,12.57,287.24118,39.33276,Sun-like
7123,11968463,K02433.06,Unnamed,CANDIDATE,CANDIDATE,0.371,6.06330298,1.64,1153.0,418.4,3.275,200.7,13.1,6308.0,1.153,15.212,294.33847,50.33654,White
7124,11968463,K02433.07,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,86.431871,2.85,464.0,10.97,7.374,415.1,11.2,6325.0,1.112,15.212,294.33847,50.33654,White
7125,11074835,K02533.03,Unnamed,CANDIDATE,CANDIDATE,0.371,26.1152887,2.38,898.0,153.98,12.54,70.0,10.6,5190.0,2.912,13.274,286.71564,48.645279,Orange
7126,8042747,K07861.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,469.52303,2.1,252.0,0.95,5.487,355.7,10.5,6197.0,1.035,14.091,296.38904,43.85051,White
7127,7373877,K06037.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,32.669962587,1.37,428.0,7.96,3.581,365.4,6.2,4871.0,0.741,15.536,295.03033,42.983501,Orange
7128,5792202,K00841.04,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,269.306232,24.0,235.0,0.72,14.931,1708.0,18.1,5251.0,0.817,15.855,292.23676,41.08588,Sun-like
7131,7624297,K06040.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,18.019651402,31.77,544.0,20.7,5.08572,177000.0,3373.3,5278.0,0.659,14.928,296.45999,43.28553,Sun-like
7132,8109692,K07864.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,117.934158,3.76,648.0,41.73,9.25,187.5,12.9,6790.0,2.597,13.232,295.86908,43.997959,White
7133,7695093,K06041.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.032762189,35.22,1173.0,447.97,4.14212,119350.0,1520.0,5960.0,0.962,13.861,295.8085,43.303108,Sun-like
7141,4150539,K01330.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,94.219289,2.15,285.0,1.57,24.312,1025.9,37.6,4641.0,0.694,15.703,289.7261,39.272831,Orange
7142,9839821,K02012.02,Unnamed,CANDIDATE,CANDIDATE,0.877,180.921729,2.3,302.0,1.96,8.99,742.4,16.2,5818.0,0.848,14.876,295.34271,46.602261,Sun-like
7143,11252617,K06236.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.478116695,38.85,1218.0,521.12,3.357,117980.0,3665.4,6304.0,1.058,15.534,295.69138,48.90377,White
7144,8245108,K07876.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.579108481,0.42,1377.0,849.52,1.659,68.4,9.3,4604.0,0.501,15.815,295.81485,44.19334,Orange
7146,11296437,K06237.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,528.50344,2.2,354.0,3.73,6.394,133.8,11.7,7102.0,1.874,11.741,291.57312,49.097771,White
7149,11462969,K06239.01,Unnamed,CANDIDATE,CANDIDATE,0.371,406.496216,1.77,236.0,0.73,3.495,380.2,6.9,5847.0,0.884,13.893,295.56683,49.378029,Sun-like
7151,7841986,K06045.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.73370737,18.7,1171.0,444.77,7.6706,6155.3,239.5,5971.0,2.003,13.602,297.73981,43.510319,Sun-like
7153,5792202,K00841.05,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,499.47338,3.71,191.0,0.31,12.248,1662.0,15.7,5251.0,0.817,15.855,292.23676,41.08588,Sun-like
7155,8023317,K06049.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,16.579028045,49.01,1062.0,300.36,7.803,37980.0,813.6,5870.0,2.3,12.887,289.97034,43.82053,Sun-like
7156,8121067,K06050.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.064900876,38.19,1357.0,800.75,6.8769,10939.0,364.0,5714.0,0.901,14.597,298.75574,43.964642,Sun-like
7158,6221385,K06145.01,Kepler-1641 b,CONFIRMED,CANDIDATE,0.937,19.672324,4.07,908.0,160.98,4.812,649.9,20.6,6486.0,1.485,14.263,296.35944,41.574532,White
7159,6221385,K06145.02,Kepler-1641 c,CONFIRMED,CANDIDATE,0.999,32.657035,3.73,767.0,81.91,5.953,620.4,17.9,6486.0,1.485,14.263,296.35944,41.574532,White
7160,6221385,K06145.03,Unnamed,CANDIDATE,CANDIDATE,0.802,7.3138454,2.73,1263.0,601.53,2.273,247.7,9.2,6486.0,1.485,14.263,296.35944,41.574532,White
7161,8260269,K07877.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.135,6.70995253,1.1,1120.0,372.31,2.297,86.0,9.8,6461.0,1.131,13.872,299.79675,44.163071,White
7164,6674908,K06149.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.503199724,1.06,1363.0,819.89,1.117,275.6,10.1,4013.0,0.63,14.155,286.1767,42.196529,Orange
7167,11566064,K00353.03,Unnamed,CANDIDATE,CANDIDATE,0.975,11.1619384,1.97,1093.0,337.23,5.195,124.4,13.4,6200.0,1.64,13.374,295.21268,49.56218,White
7168,8042835,K07862.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.38793696,25.56,1674.0,1860.02,17.302,114.3,41.7,6769.0,1.161,14.394,296.40967,43.876019,White
7169,2853780,K02081.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,589.17968,4.91,330.0,2.82,10.2,253.4,7.7,5295.0,3.152,13.439,291.72916,38.070019,Sun-like
7171,11656928,K06242.03,Unnamed,CANDIDATE,CANDIDATE,0.371,78.86684,1.3,573.0,25.44,4.5,86.1,4.8,6907.0,1.381,12.914,289.03772,49.712601,White
7174,8167978,K06053.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,22.05274533,32.56,552.0,21.93,5.5924,13858.0,343.5,5510.0,0.741,15.44,292.63339,44.001839,Sun-like
7175,8168581,K06054.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.881338104,31.58,1206.0,501.88,3.5943,2533.7,111.3,5783.0,0.88,15.139,292.84973,44.060638,Sun-like
7176,8230809,K06055.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.429,4.078355243,16.73,1113.0,362.07,6.4649,36133.0,310.0,5872.0,0.867,14.936,290.89172,44.16885,Sun-like
7177,8364115,K06056.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,7.73590441,21.3,884.0,144.83,4.4389,465.3,59.5,5927.0,0.86,13.241,291.27151,44.376362,Sun-like
7178,8458207,K06057.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.018,3.530164642,35.71,1465.0,1086.97,4.11466,69923.0,731.2,6208.0,1.344,13.924,300.09155,44.41481,White
7179,7825899,K00896.03,Unnamed,CANDIDATE,CANDIDATE,1.0,28.8672107,1.51,493.0,14.0,3.782,347.1,12.0,5191.0,0.837,15.258,293.0614,43.58136,Orange
7181,4150624,K01334.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,94.225938,1.93,348.0,3.48,22.08,530.4,25.4,5421.0,0.852,15.454,289.7439,39.286301,Sun-like
7182,6946708,K06151.01,Unnamed,CANDIDATE,CANDIDATE,0.371,431.78556,1.36,211.0,0.47,9.135,332.6,9.4,5642.0,0.747,14.401,291.20096,42.449989,Sun-like
7187,11724210,K06244.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.746017234,29.32,1042.0,278.69,3.6347,29236.0,393.9,5940.0,0.96,14.737,297.02438,49.89217,Sun-like
7188,11775507,K06245.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,144.102562,1.67,437.0,8.64,2.753,171.3,4.1,6528.0,1.26,12.431,297.51782,49.917702,White
7189,11775507,K06245.02,Unnamed,CANDIDATE,CANDIDATE,0.371,112.317402,1.77,475.0,12.05,3.471,182.4,7.8,6528.0,1.26,12.431,297.51782,49.917702,White
7190,11867071,K06247.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.963787093,28.11,1389.0,880.12,3.10316,25015.0,584.8,6617.0,1.18,14.281,293.48392,50.12513,White
7193,6768394,K02086.04,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,335.56311,1.83,333.0,2.9,13.06,158.0,7.2,6200.0,1.448,13.959,288.96124,42.265011,White
7194,8580438,K06058.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.496031958,32.33,957.0,198.07,5.21924,108890.0,1797.6,5516.0,0.988,14.502,298.38272,44.61557,Sun-like
7195,8581232,K06059.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.012537983,9.96,765.0,80.95,2.0101,19796.0,166.0,4483.0,0.63,15.381,298.57599,44.683788,Orange
7196,8655458,K06060.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.594162001,26.11,1419.0,960.51,5.4958,9876.3,415.0,5388.0,0.885,14.585,301.09857,44.76059,Sun-like
7197,8695779,K06061.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.238939876,22.09,1190.0,474.05,3.4851,3153.1,427.6,6244.0,1.807,13.897,294.3335,44.870853,White
7198,8953059,K06062.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.008,5.499941387,23.34,1202.0,492.27,5.1339,40110.0,506.4,6435.0,1.157,15.48,291.84222,45.2393,White
7199,9214712,K06064.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,265.2996227,33.81,270.0,1.25,8.8452,100160.0,616.3,5873.0,0.863,15.518,290.38962,45.681438,Sun-like
7200,9214715,K06065.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,265.2999623,25.56,296.0,1.81,8.8577,31778.0,154.7,6108.0,0.997,15.279,290.39124,45.68161,White
7201,7190639,K06157.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,98.1020983,1.97,525.0,17.96,1.225,184.4,6.9,6669.0,1.427,13.557,288.72083,42.71698,White
7202,7198881,K06158.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,182.467019,3.73,364.0,4.17,7.607,1020.0,12.5,6299.0,1.167,13.408,291.34805,42.79454,White
7204,7422883,K06159.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,11.41437505,44.08,1128.0,383.45,6.276,45966.0,34.2,6826.0,1.52,11.254,283.60733,43.004189,White
7205,10545066,K00337.02,Unnamed,CANDIDATE,CANDIDATE,0.371,154.607419,1.56,340.0,3.16,9.225,279.9,13.4,6017.0,0.931,13.936,295.68481,47.748081,White
7206,7663405,K01519.02,Unnamed,CANDIDATE,CANDIDATE,0.742,57.132855,1.81,414.0,6.94,4.958,414.1,11.0,5157.0,0.904,15.369,283.47818,43.383781,Orange
7207,7464205,K06160.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,151.31847,1.13,373.0,4.57,16.45,105.4,6.0,6003.0,1.085,12.744,296.85583,43.058311,White
7210,11358389,K02163.03,Unnamed,CANDIDATE,CANDIDATE,0.791,28.2251049,1.59,625.0,36.13,2.354,201.3,8.9,6014.0,1.021,14.651,295.62659,49.130428,White
7211,5706595,K02183.03,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.404,150.381954,2.26,325.0,2.63,4.968,396.1,7.8,5569.0,0.954,15.198,292.17114,40.916309,Sun-like
7212,8179286,K07869.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,11.4132144,1.03,925.0,172.97,2.371,76.4,10.4,6188.0,1.155,13.746,296.27393,44.010441,White
7213,3548044,K02194.03,Unnamed,CANDIDATE,CANDIDATE,0.496,445.21685,1.37,237.0,0.74,16.37,211.6,11.1,5670.0,0.95,13.865,292.32645,38.657581,Sun-like
7214,2581191,K02203.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,172.178768,2.29,349.0,3.51,1.19,501.0,4.7,6208.0,1.009,14.349,292.60025,37.832069,White
7215,8168187,K02209.02,Unnamed,CANDIDATE,CANDIDATE,0.901,35.502865,2.18,724.0,64.83,8.149,115.9,11.0,5528.0,1.839,14.31,292.71445,44.082329,Sun-like
7216,9221398,K06066.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,13.787520532,25.33,921.0,170.01,2.55435,12978.0,2126.1,6399.0,1.289,12.14,293.09286,45.691841,White
7217,9411317,K06067.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,8.2904597,23.96,594.0,29.41,2.6002,173010.0,297.2,4601.0,0.566,17.409,294.66852,45.966431,Orange
7218,9605514,K00945.03,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.137,66.789347,2.07,490.0,13.61,4.08,358.5,9.5,6297.0,1.031,15.083,297.9516,46.264721,White
7220,9532123,K06069.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,8.214204254,42.29,798.0,96.12,4.5905,74177.0,613.1,5654.0,0.774,16.356,294.17896,46.188431,Sun-like
7221,9649222,K06071.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.918619554,29.98,1009.0,245.42,3.94804,94124.0,1117.0,5957.0,0.971,15.678,291.85846,46.386452,Sun-like
7222,9664215,K06072.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.319523463,38.37,1108.0,356.42,3.3465,38832.0,249.4,5761.0,0.791,15.101,297.35962,46.343552,Sun-like
7224,7779942,K06163.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,19.7959731,3.47,1014.0,249.43,5.342,334.0,16.6,6731.0,1.876,9.816,299.44345,43.449886,White
7225,7835312,K06164.01,Unnamed,CANDIDATE,CANDIDATE,0.959,29.5126153,1.84,678.0,49.95,6.314,188.2,9.4,5746.0,1.351,15.334,295.97079,43.52969,Sun-like
7228,7908367,K06166.01,Kepler-1642 b,CONFIRMED,CANDIDATE,1.0,12.2064304,5.41,895.0,151.44,2.407,1337.2,16.2,5254.0,1.514,14.13,297.21216,43.643719,Sun-like
7229,7908367,K06166.02,Kepler-1642 c,CONFIRMED,CANDIDATE,1.0,6.6513189,4.81,1095.0,340.06,2.135,1058.4,15.3,5254.0,1.514,14.13,297.21216,43.643719,Sun-like
7230,7940533,K06167.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.905532605,21.37,1017.0,253.21,6.8091,73081.0,350.4,5495.0,0.798,12.862,283.06628,43.743591,Sun-like
